City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Haines Junction,CA,2022-06-11 00:30:53,60.7522,-137.5108,58.95,47,61,5.75
291,Sisimiut,GL,2022-06-11 00:30:53,66.9395,-53.6735,37.24,78,100,3.15
292,Kysyl-Syr,RU,2022-06-11 00:30:54,63.8986,122.7617,65.68,35,84,7.07
293,Brae,GB,2022-06-11 00:30:54,60.3964,-1.353,54.43,81,100,19.55
294,Castro,BR,2022-06-11 00:30:54,-24.7911,-50.0119,51.37,95,100,6.96
295,San Lorenzo,PY,2022-06-11 00:30:55,-25.3333,-57.5333,50.94,87,0,5.99
296,Malatya,TR,2022-06-11 00:30:55,38.5,38.0,59.05,59,0,3.44
297,Folldal,NO,2022-06-11 00:30:55,62.1325,9.9968,47.93,96,42,7.27
298,Sitka,US,2022-06-11 00:30:56,57.0531,-135.33,53.49,76,100,16.11
299,Saint-Louis,SN,2022-06-11 00:30:56,16.3333,-15.0,80.24,67,27,12.53
300,Lata,PT,2022-06-11 00:30:56,40.1629,-8.3327,66.07,92,0,0.87
301,Ossora,RU,2022-06-11 00:30:57,59.2353,163.0719,48.87,77,100,4.9
302,Hovd,MN,2022-06-11 00:30:57,48.0056,91.6419,60.04,20,0,2.08
303,Mount Darwin,ZW,2022-06-11 00:30:57,-16.7725,31.5838,48.78,77,0,2.64
304,Sola,VU,2022-06-11 00:30:58,-13.8833,167.55,88.47,70,75,0.0
305,Katherine,AU,2022-06-11 00:30:58,-14.4667,132.2667,68.32,24,100,12.66
306,Pavlivka,UA,2022-06-11 00:30:58,49.4414,28.4596,60.82,72,59,5.32
307,Muroto,JP,2022-06-11 00:30:59,33.2833,134.15,67.35,86,100,18.25
308,Zhigalovo,RU,2022-06-11 00:30:59,54.8097,105.1578,66.58,38,12,2.57
309,Remedios,CU,2022-06-11 00:30:59,22.4947,-79.5458,74.32,84,42,5.7
310,Asau,RO,2022-06-11 00:30:59,46.4333,26.4,60.96,98,79,4.32
311,Vardo,NO,2022-06-11 00:31:00,70.3705,31.1107,40.98,75,39,5.75
312,Smithers,CA,2022-06-11 00:26:33,54.7804,-127.1743,61.12,48,75,3.44
313,Namatanai,PG,2022-06-11 00:30:17,-3.6667,152.4333,84.81,62,25,9.6
314,Joshimath,IN,2022-06-11 00:31:00,30.5667,79.5667,68.59,51,30,1.72
315,Dunedin,NZ,2022-06-11 00:29:49,-45.8742,170.5036,39.16,90,52,7.54
316,Lavrentiya,RU,2022-06-11 00:31:01,65.5833,-171.0,45.25,53,5,16.2
317,Chabahar,IR,2022-06-11 00:31:01,25.2919,60.643,82.22,88,63,15.66
318,Gamba,GA,2022-06-11 00:31:02,-2.65,10.0,73.09,95,72,2.71
319,Vao,NC,2022-06-11 00:31:02,-22.6667,167.4833,72.28,77,93,17.63
320,Loa Janan,ID,2022-06-11 00:31:03,-0.583,117.095,79.56,92,26,0.45
321,Quang Ngai,VN,2022-06-11 00:31:03,15.1167,108.8,86.99,59,100,4.52
322,Mulege,MX,2022-06-11 00:31:04,26.8833,-111.9833,88.07,49,2,5.28
323,Sale,MA,2022-06-11 00:31:04,34.0389,-6.8166,73.63,100,20,6.91
324,Pangnirtung,CA,2022-06-11 00:31:05,66.1451,-65.7125,33.06,96,96,2.37
325,Henties Bay,NA,2022-06-11 00:31:05,-22.116,14.2845,71.46,31,0,14.7
326,Neyshabur,IR,2022-06-11 00:31:06,36.2133,58.7958,71.87,42,91,0.67
327,Sinfra,CI,2022-06-11 00:31:06,6.6167,-5.9167,70.83,99,100,4.27
328,Necocli,CO,2022-06-11 00:31:07,8.4234,-76.786,77.79,86,100,0.2
329,Sterling,US,2022-06-11 00:31:07,39.0062,-77.4286,75.49,62,100,3.44
330,Bairiki,KI,2022-06-11 00:31:07,1.3292,172.9752,86.0,66,20,12.66
331,Toucheng,TW,2022-06-11 00:31:08,24.8592,121.8233,82.35,82,100,3.49
332,Kaohsiung,TW,2022-06-11 00:28:10,22.6163,120.3133,87.75,72,75,2.3
333,Castelldefels,ES,2022-06-11 00:26:36,41.2779,1.9703,75.06,76,0,3.44
334,Simao,CN,2022-06-11 00:31:08,22.7886,100.9748,66.97,97,100,2.8
335,Port Macquarie,AU,2022-06-11 00:31:09,-31.4333,152.9167,59.9,47,3,8.03
336,Katsuura,JP,2022-06-11 00:31:09,35.1333,140.3,71.92,75,100,6.89
337,Luba,GQ,2022-06-11 00:31:10,3.4568,8.5547,75.09,85,100,8.25
338,Mmabatho,ZA,2022-06-11 00:31:10,-25.85,25.6333,39.16,75,0,4.61
339,Port-Cartier,CA,2022-06-11 00:27:20,50.0334,-66.8654,56.88,96,100,10.31
340,Kapenguria,KE,2022-06-11 00:31:15,1.2511,35.0895,52.52,89,93,6.78
341,Szydlowiec,PL,2022-06-11 00:31:15,51.2282,20.8611,60.53,98,30,5.77
342,Komsomolskiy,UZ,2022-06-11 00:31:16,40.4272,71.7189,65.12,63,4,0.0
343,Tongren,CN,2022-06-11 00:31:16,27.7172,109.1853,72.52,91,100,2.06
344,Kyaikto,MM,2022-06-11 00:31:17,17.3,97.0167,79.86,85,100,6.49
345,Praya,CV,2022-06-11 00:31:18,14.9215,-23.5087,73.94,73,40,13.8
346,Shingu,JP,2022-06-11 00:31:18,33.7333,135.9833,65.88,94,100,3.36
347,Ligayan,PH,2022-06-11 00:31:18,4.6533,119.4706,83.35,69,51,6.58
348,Aykhal,RU,2022-06-11 00:31:19,66.0,111.5,46.29,69,95,12.77
349,Payson,US,2022-06-11 00:31:19,40.0444,-111.7321,94.48,19,0,6.91
350,Zambezi,ZM,2022-06-11 00:28:41,-13.5432,23.1047,53.15,66,5,6.98
351,Teahupoo,PF,2022-06-11 00:31:20,-17.8333,-149.2667,76.96,75,35,9.93
352,Vangaindrano,MG,2022-06-11 00:31:20,-23.35,47.6,63.95,92,2,1.74
353,Westerland,DE,2022-06-11 00:31:20,54.9079,8.3033,54.01,100,20,5.75
354,Huntly,GB,2022-06-11 00:31:21,57.4474,-2.7861,56.91,68,100,14.67
355,Aleksandrov Gay,RU,2022-06-11 00:31:21,50.147,48.5704,64.13,63,27,8.41
356,Vestmannaeyjar,IS,2022-06-11 00:31:05,63.4427,-20.2734,50.25,81,16,3.49
357,Big Bend,SZ,2022-06-11 00:31:22,-26.8167,31.9333,59.47,94,14,1.74
358,Bathsheba,BB,2022-06-11 00:31:22,13.2167,-59.5167,79.41,83,40,20.71
359,Sept-Iles,CA,2022-06-11 00:30:09,50.2001,-66.3821,57.2,98,100,11.5
360,Yasnyy,RU,2022-06-11 00:31:22,51.0333,59.8742,53.71,89,2,9.66
361,Prata,BR,2022-06-11 00:31:23,-19.3072,-48.9242,68.11,75,100,7.2
362,Sao Mateus,BR,2022-06-11 00:31:23,-18.7161,-39.8589,69.35,93,28,5.39
363,Nanakuli,US,2022-06-11 00:31:24,21.3906,-158.1547,85.37,51,100,10.36
364,Buchanan,LR,2022-06-11 00:31:24,5.8808,-10.0467,76.71,88,100,5.44
365,Santa,PH,2022-06-11 00:31:24,17.486,120.4348,85.1,69,100,3.71
366,Wasilla,US,2022-06-11 00:27:09,61.5814,-149.4394,64.02,66,100,6.91
367,Belyy Yar,RU,2022-06-11 00:31:25,53.6039,91.3903,62.49,50,0,0.0
368,Kieta,PG,2022-06-11 00:31:25,-6.2167,155.6333,85.06,64,14,4.65
369,Nishihara,JP,2022-06-11 00:27:16,26.1842,127.7558,80.26,94,75,16.11
370,Davila,PH,2022-06-11 00:31:26,18.4726,120.5763,84.18,69,100,3.78
371,Umm Lajj,SA,2022-06-11 00:31:26,25.0213,37.2685,87.31,37,0,8.25
372,Prince Rupert,CA,2022-06-11 00:30:11,54.3161,-130.3201,53.69,84,100,26.46
373,Kavieng,PG,2022-06-11 00:31:27,-2.5744,150.7967,84.9,64,10,13.6
374,Edd,ER,2022-06-11 00:31:27,13.9297,41.6925,89.83,44,55,7.27
375,Vila Franca Do Campo,PT,2022-06-11 00:31:27,37.7167,-25.4333,66.61,94,57,4.54
376,Sri Aman,MY,2022-06-11 00:31:28,1.2376,111.4621,77.09,100,40,0.0
377,Iquique,CL,2022-06-11 00:31:28,-20.2208,-70.1431,59.04,78,57,2.35
378,Leh,IN,2022-06-11 00:31:28,34.1667,77.5833,49.71,55,66,5.03
379,Geraldton,AU,2022-06-11 00:31:06,-28.7667,114.6,63.01,88,40,10.36
380,Mantua,IT,2022-06-11 00:31:29,45.1667,10.7833,70.84,74,5,2.01
381,Japura,ID,2022-06-11 00:31:29,-0.3167,102.35,75.52,96,99,1.48
382,Ginir,ET,2022-06-11 00:31:30,7.1333,40.7,55.13,88,92,6.22
383,Mehamn,NO,2022-06-11 00:31:30,71.0357,27.8492,40.91,80,32,10.67
384,Pyaozerskiy,RU,2022-06-11 00:31:30,65.8333,31.1667,46.6,87,5,2.44
385,Shestakovo,RU,2022-06-11 00:31:31,56.4915,103.96,68.02,41,0,2.91
386,La Joya,MX,2022-06-11 00:26:37,18.6667,-99.4667,90.91,46,97,2.66
387,Aksay,RU,2022-06-11 00:31:31,47.26,39.87,57.42,53,0,4.61
388,Betioky,MG,2022-06-11 00:31:31,-23.7167,44.3833,61.11,84,0,4.97
389,San Cristobal,VE,2022-06-11 00:31:32,7.7669,-72.225,71.78,95,13,2.89
390,Kafue,ZM,2022-06-11 00:31:32,-15.7691,28.1814,51.49,90,0,4.79
391,Kemijarvi,FI,2022-06-11 00:31:32,66.7131,27.4306,46.36,67,0,2.57
392,Dubbo,AU,2022-06-11 00:31:33,-32.25,148.6167,50.13,87,75,12.66
393,Batasan,PH,2022-06-11 00:31:33,12.7667,120.7833,83.77,71,100,2.35
394,Buguruslan,RU,2022-06-11 00:31:33,53.6554,52.442,56.88,92,65,5.88
395,Husavik,IS,2022-06-11 00:31:34,66.0449,-17.3389,41.92,98,100,8.68
396,Townsville,AU,2022-06-11 00:27:39,-19.25,146.8,65.28,34,13,6.91
397,Inta,RU,2022-06-11 00:31:34,66.0317,60.1659,61.75,58,11,2.73
398,Rawson,AR,2022-06-11 00:31:34,-43.3002,-65.1023,44.26,33,89,9.37
399,Makakilo City,US,2022-06-11 00:31:35,21.3469,-158.0858,83.95,54,100,20.71
400,Olafsvik,IS,2022-06-11 00:31:35,64.8945,-23.7142,44.53,87,100,22.75
401,Okhotsk,RU,2022-06-11 00:31:35,59.3833,143.3,41.94,92,100,7.58
402,Xinyu,CN,2022-06-11 00:31:36,27.8043,114.9334,69.94,95,100,2.35
403,Buarcos,PT,2022-06-11 00:31:36,40.166,-8.8768,67.55,89,1,14.63
404,Lethem,GY,2022-06-11 00:31:36,3.3803,-59.7968,75.38,90,79,4.54
405,Kvitok,RU,2022-06-11 00:31:37,56.0724,98.4813,65.79,39,5,7.76
406,Mangrol,IN,2022-06-11 00:31:38,21.1167,70.1167,83.73,77,100,8.52
407,Inhambane,MZ,2022-06-11 00:31:39,-23.865,35.3833,70.23,59,100,10.51
408,Cabreuva,BR,2022-06-11 00:31:39,-23.3075,-47.1328,65.59,84,61,5.12
409,Isangel,VU,2022-06-11 00:31:39,-19.55,169.2667,80.71,83,100,6.91
410,Itoman,JP,2022-06-11 00:31:27,26.1247,127.6694,80.98,94,75,16.11
411,Yeppoon,AU,2022-06-11 00:31:40,-23.1333,150.7333,58.78,49,10,8.21
412,Ahtopol,BG,2022-06-11 00:31:40,42.1,27.95,67.39,94,96,8.08
413,Pishva,IR,2022-06-11 00:31:40,35.308,51.7267,74.19,38,0,2.04
414,Linhai,CN,2022-06-11 00:31:41,28.85,121.1167,71.92,75,100,2.48
415,Mayumba,GA,2022-06-11 00:31:41,-3.432,10.6554,73.2,93,70,1.99
416,Praia,CV,2022-06-11 00:31:41,14.9215,-23.5087,73.94,73,40,13.8
417,Saint-Georges,GD,2022-06-11 00:29:33,12.0564,-61.7485,80.28,89,40,16.11
418,Okha,RU,2022-06-11 00:31:42,53.5739,142.9478,49.64,71,100,17.65
419,Santa Cruz,BO,2022-06-11 00:31:42,-17.8,-63.1667,69.26,56,75,14.97
420,Kerman,IR,2022-06-11 00:31:42,30.2832,57.0788,75.06,17,0,4.61
421,Mahajanga,MG,2022-06-11 00:31:43,-15.7167,46.3167,66.22,82,0,4.61
422,Garissa,KE,2022-06-11 00:31:43,-0.4536,39.6401,74.44,78,1,15.84
423,Wakkanai,JP,2022-06-11 00:31:43,45.4094,141.6739,58.98,82,75,9.22
424,Khani,GE,2022-06-11 00:31:44,41.9563,42.9566,54.97,93,49,5.41
425,Khorixas,NA,2022-06-11 00:31:44,-20.3667,14.9667,60.42,30,0,14.99
426,Talnakh,RU,2022-06-11 00:30:29,69.4865,88.3972,60.21,42,8,9.71
427,Hailey,US,2022-06-11 00:31:44,43.5196,-114.3153,77.79,35,0,13.0
428,Kumo,NG,2022-06-11 00:31:45,10.0447,11.2122,73.81,84,86,8.39
429,Leningradskiy,RU,2022-06-11 00:31:45,69.3833,178.4167,41.11,56,12,13.11
430,Flin Flon,CA,2022-06-11 00:31:46,54.7682,-101.865,65.97,36,100,9.24
431,Huarmey,PE,2022-06-11 00:31:46,-10.0681,-78.1522,65.08,84,30,8.39
432,Leshukonskoye,RU,2022-06-11 00:31:46,64.8989,45.7622,39.0,87,6,8.12
433,Sur,OM,2022-06-11 00:31:47,22.5667,59.5289,89.44,50,5,11.74
434,Alcanena,PT,2022-06-11 00:31:47,39.459,-8.6689,69.76,88,1,7.54
435,Aquidauana,BR,2022-06-11 00:31:47,-20.4711,-55.7872,64.71,71,100,8.99
436,Dwarka,IN,2022-06-11 00:31:47,22.2394,68.9678,82.78,75,9,11.72
437,Nyurba,RU,2022-06-11 00:31:48,63.2842,118.3319,62.96,39,69,5.5
438,Itaituba,BR,2022-06-11 00:31:48,-4.2761,-55.9836,74.35,94,100,0.78
439,Puerto Escondido,MX,2022-06-11 00:31:48,15.85,-97.0667,81.43,69,100,9.22
440,Saint-Joseph,RE,2022-06-11 00:31:49,-21.3667,55.6167,66.58,78,40,9.48
441,Kirksville,US,2022-06-11 00:31:49,40.1948,-92.5833,74.05,85,20,8.05
442,Shakhovskaya,RU,2022-06-11 00:31:49,56.0283,35.5097,55.62,83,38,0.89
443,Evensk,RU,2022-06-11 00:31:50,61.95,159.2333,44.98,84,100,5.79
444,Cockburn Town,TC,2022-06-11 00:31:50,21.4612,-71.1419,82.36,69,40,18.41
445,Ballina,AU,2022-06-11 00:31:50,-28.8667,153.5667,58.78,63,0,7.87
446,Tiznit,MA,2022-06-11 00:31:51,29.5833,-9.5,68.65,76,4,1.45
447,Mpulungu,ZM,2022-06-11 00:31:51,-8.7623,31.1141,66.92,73,7,8.97
448,Wanlaweyn,SO,2022-06-11 00:31:51,2.6185,44.8938,74.03,92,54,10.8
449,Les Cayes,HT,2022-06-11 00:31:52,18.2,-73.75,77.74,89,94,4.25
450,Havelock,US,2022-06-11 00:31:52,34.8791,-76.9013,78.75,67,0,5.75
451,Nouadhibou,MR,2022-06-11 00:31:52,20.931,-17.0347,67.77,80,79,21.05
452,Purpe,RU,2022-06-11 00:31:52,64.4803,76.6897,61.27,61,95,15.1
453,Ponta Delgada,PT,2022-06-11 00:31:38,37.7333,-25.6667,66.92,94,75,8.05
454,Hofn,IS,2022-06-11 00:31:53,64.2539,-15.2082,47.91,81,100,18.95
455,Camacupa,AO,2022-06-11 00:31:54,-12.0167,17.4833,48.31,67,0,4.36
456,Landskrona,SE,2022-06-11 00:31:54,55.8708,12.8302,60.94,95,8,7.36
457,Vila,PT,2022-06-11 00:31:54,42.0304,-8.1588,60.69,80,11,5.17
458,Farah,AF,2022-06-11 00:31:55,32.5,62.5,78.62,16,0,2.53
459,Kondinskoye,RU,2022-06-11 00:31:55,59.6481,67.41,56.41,86,69,3.71
460,Santa Maria,BR,2022-06-11 00:31:25,-29.6842,-53.8069,42.1,75,0,2.3
461,Bambanglipuro,ID,2022-06-11 00:31:55,-7.95,110.2833,78.91,81,61,3.51
462,Omboue,GA,2022-06-11 00:31:56,-1.5746,9.2618,73.87,94,100,4.5
463,Cayenne,GF,2022-06-11 00:28:31,4.9333,-52.3333,75.24,1,75,3.44
464,Turukhansk,RU,2022-06-11 00:31:56,65.8167,87.9833,63.91,44,100,16.42
465,Ilukste,LV,2022-06-11 00:31:56,55.9775,26.2966,60.08,99,100,5.77
466,Maldonado,UY,2022-06-11 00:31:57,-34.6667,-54.9167,49.23,57,7,16.46
467,Boueni,YT,2022-06-11 00:31:57,-12.9025,45.0761,78.78,68,7,16.96
468,Aitape,PG,2022-06-11 00:31:57,-3.1374,142.3475,85.96,65,7,4.47
469,Grindavik,IS,2022-06-11 00:31:57,63.8424,-22.4338,55.35,87,0,13.8
470,Vuktyl,RU,2022-06-11 00:31:58,63.8567,57.3094,58.53,67,100,4.85
471,Tiarei,PF,2022-06-11 00:31:58,-17.5333,-149.3333,82.42,73,7,10.6
472,Sompeta,IN,2022-06-11 00:31:58,18.9333,84.6,85.8,61,100,5.79
473,Matelandia,BR,2022-06-11 00:31:59,-25.2408,-53.9964,49.69,97,100,3.96
474,Homer,US,2022-06-11 00:31:59,59.6425,-151.5483,60.67,76,100,5.99
475,Manoel Urbano,BR,2022-06-11 00:30:28,-8.8389,-69.2597,69.67,98,100,7.34
476,Zhangjiakou,CN,2022-06-11 00:32:00,40.81,114.8794,68.32,70,100,15.99
477,Ilheus,BR,2022-06-11 00:31:41,-14.7889,-39.0494,75.02,94,75,6.91
478,Merauke,ID,2022-06-11 00:32:00,-8.4667,140.3333,82.47,74,100,11.99
479,Sonamukhi,IN,2022-06-11 00:32:00,23.3,87.4167,89.31,49,82,10.96
480,Zhuhai,CN,2022-06-11 00:32:00,22.2769,113.5678,80.85,100,40,4.61
481,Benalla,AU,2022-06-11 00:32:01,-36.55,145.9833,46.85,73,72,11.16
482,Fomboni,KM,2022-06-11 00:32:01,-12.28,43.7425,78.98,69,5,18.63
483,Port Hawkesbury,CA,2022-06-11 00:32:01,45.6169,-61.3485,65.59,82,0,3.44
484,San Patricio,US,2022-06-11 00:32:02,28.017,-97.5169,92.53,66,0,14.65
485,Khem Karan,IN,2022-06-11 00:32:02,31.1428,74.5667,89.69,21,57,9.98
486,Beirut,LB,2022-06-11 00:30:28,33.8889,35.4944,75.38,56,0,2.3
487,Severobaykalsk,RU,2022-06-11 00:32:07,55.65,109.3167,50.99,71,85,3.04
488,Tarancon,ES,2022-06-11 00:32:07,40.0085,-3.0073,68.7,49,6,16.98
489,Yenagoa,NG,2022-06-11 00:32:07,4.9247,6.2642,74.01,96,100,3.15
490,Raisinghnagar,IN,2022-06-11 00:32:08,29.5358,73.4492,88.79,42,3,16.53
491,Frankfurt,DE,2022-06-11 00:29:10,50.1167,8.6833,62.78,90,0,1.14
492,Calama,CL,2022-06-11 00:27:44,-22.4667,-68.9333,50.49,9,0,9.22
493,Asosa,ET,2022-06-11 00:32:10,10.0667,34.5333,62.55,85,100,3.67
494,Goderich,CA,2022-06-11 00:30:16,43.7501,-81.7165,61.12,67,100,8.05
495,Hirara,JP,2022-06-11 00:32:10,24.8,125.2833,84.47,89,75,16.11
496,Nanortalik,GL,2022-06-11 00:31:52,60.1432,-45.2371,38.95,85,100,8.99
497,Jalapa,MX,2022-06-11 00:32:11,19.5333,-96.9167,66.27,93,73,3.36
498,Saint Anthony,US,2022-06-11 00:32:11,45.0205,-93.218,76.17,45,75,9.22
499,Coquimbo,CL,2022-06-11 00:32:09,-29.9533,-71.3436,51.53,100,100,2.3
500,Alibag,IN,2022-06-11 00:32:12,18.6411,72.8792,80.67,77,100,6.67
501,Kayes,ML,2022-06-11 00:32:13,14.0,-11.0,88.77,43,0,7.81
502,Cortez,US,2022-06-11 00:32:13,37.3489,-108.5859,93.96,8,0,11.5
503,Arman,RU,2022-06-11 00:32:13,59.7,150.1667,39.02,98,100,6.44
504,Mzimba,MW,2022-06-11 00:32:14,-11.9,33.6,53.65,95,21,7.54
505,Viransehir,TR,2022-06-11 00:32:14,37.2353,39.7631,75.88,46,0,6.4
506,Marsa Matruh,EG,2022-06-11 00:32:15,31.3525,27.2453,82.6,34,0,12.66
507,Batagay,RU,2022-06-11 00:32:15,67.6333,134.6333,62.58,26,0,7.52
508,Bereda,ES,2022-06-11 00:32:15,43.2686,-7.5406,55.31,94,94,5.91
509,Azle,US,2022-06-11 00:32:15,32.8951,-97.5459,99.46,49,20,16.11
510,Ndele,CF,2022-06-11 00:32:16,8.4109,20.6473,69.58,88,39,3.69
511,Nisia Floresta,BR,2022-06-11 00:32:17,-6.0911,-35.2086,77.38,91,36,4.29
512,Sorokino,RU,2022-06-11 00:32:17,53.75,84.9167,62.92,64,33,8.75
513,Luanda,AO,2022-06-11 00:32:17,-8.8368,13.2343,73.4,88,75,6.91
514,Kosh-Agach,RU,2022-06-11 00:31:46,50.0,88.6667,60.01,19,0,2.28
515,Shimoda,JP,2022-06-11 00:32:18,34.6667,138.95,73.76,80,100,7.29
516,Whitianga,NZ,2022-06-11 00:30:12,-36.8333,175.7,61.65,80,21,17.0
517,West Bay,KY,2022-06-11 00:32:19,19.3667,-81.4167,84.27,80,20,6.91
518,Breves,BR,2022-06-11 00:32:19,-1.6822,-50.4803,73.83,96,100,3.22
519,Nava,MX,2022-06-11 00:31:30,28.4167,-100.7667,99.7,28,0,12.28
520,Santander De Quilichao,CO,2022-06-11 00:32:19,3.0095,-76.4849,65.77,95,100,2.75
521,Lompoc,US,2022-06-11 00:32:20,34.6391,-120.4579,92.7,72,0,6.91
522,Makat,KZ,2022-06-11 00:32:20,47.6469,53.3463,70.77,39,48,8.21
523,Manzhouli,CN,2022-06-11 00:32:20,49.6,117.4333,68.99,43,54,16.69
524,Labytnangi,RU,2022-06-11 00:32:21,66.6572,66.4183,59.36,83,100,7.2
525,San Ramon,US,2022-06-11 00:28:49,37.7799,-121.978,100.62,41,0,19.57
